date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:08:45	50583/50583	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jan%202026%2012:08:46%20GMT	https://advensys-conseil.lu/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/index.html	(from )
14:08:45	0/0	---M--	200	added ('OK')	text/plain	date:Mon,%2003%20Nov%202025%2008:03:53%20GMT	https://advensys-conseil.lu/robots.txt		(from )
14:08:45	112519/112519	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Nov%202025%2008:20:06%20GMT	http://advensys-conseil.lu/wp-content/cache/wpfc-minified/3neqgim/60492.css	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/cache/wpfc-minified/3neqgim/60492.css	(from https://advensys-conseil.lu/)
14:08:45	3179/3179	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dd9c934d8cf51a92e622ab2f377d1ee1%22	https://static.addtoany.com/menu/page.js	C:/My%20Web%20Sites/conseil/static.addtoany.com/menu/page.js	(from https://advensys-conseil.lu/)
14:08:46	1829/1829	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2005%20Nov%202025%2008:20:06%20GMT	http://advensys-conseil.lu/wp-content/cache/wpfc-minified/6ofxew/60492.js	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/cache/wpfc-minified/6ofxew/60492.js	(from https://advensys-conseil.lu/)
14:08:46	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2021%20Jan%202026%2012:08:54%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/conseil/www.googletagmanager.com/gtm.45445.delayed	(from https://advensys-conseil.lu/)
14:08:47	96914/96914	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2005%20Nov%202025%2008:20:06%20GMT	http://advensys-conseil.lu/wp-content/cache/wpfc-minified/9h9fadv1/60492.js	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/cache/wpfc-minified/9h9fadv1/60492.js	(from https://advensys-conseil.lu/)
14:08:47	229/229	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Nov%202025%2008:18:53%20GMT	https://advensys-conseil.lu/wp-content/plugins/wpglobus/flags/fr.png	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/plugins/wpglobus/flags/fr.png	(from https://advensys-conseil.lu/)
14:08:48	461/461	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Nov%202025%2008:18:40%20GMT	https://advensys-conseil.lu/wp-content/plugins/wpglobus/flags/us.png	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/plugins/wpglobus/flags/us.png	(from https://advensys-conseil.lu/)
14:08:48	15406/15406	---M--	200	added ('OK')	image/x-icon	date:Mon,%2003%20Nov%202025%2008:21:23%20GMT	https://advensys-conseil.lu/wp-content/uploads/2020/03/favicon.ico	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/uploads/2020/03/favicon.ico	(from https://advensys-conseil.lu/)
14:08:48	137263/137263	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Nov%202025%2008:20:06%20GMT	http://advensys-conseil.lu/wp-content/cache/wpfc-minified/9iiasxt9/60492.css	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/cache/wpfc-minified/9iiasxt9/60492.css	(from https://advensys-conseil.lu/)
14:08:48	43/43	---M--	200	added ('OK')	image/gif	date:Mon,%2003%20Nov%202025%2008:26:17%20GMT	https://advensys-conseil.lu/wp-content/plugins/wp-fastest-cache-premium/pro/images/blank.gif	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/plugins/wp-fastest-cache-premium/pro/images/blank.gif	(from https://advensys-conseil.lu/)
14:08:51	161151/161151	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2005%20Nov%202025%2008:22:25%20GMT	http://advensys-conseil.lu/wp-content/cache/wpfc-minified/77x30pdw/604md.js	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/cache/wpfc-minified/77x30pdw/604md.js	(from https://advensys-conseil.lu/)
14:08:51	2043/2043	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2005%20Nov%202025%2008:20:06%20GMT	http://advensys-conseil.lu/wp-content/cache/wpfc-minified/32qbenfp/60492.js	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/cache/wpfc-minified/32qbenfp/60492.js	(from https://advensys-conseil.lu/)
14:08:51	48834/48834	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jan%202026%2012:08:57%20GMT	https://advensys-conseil.lu/en/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/en/index.html	(from https://advensys-conseil.lu/)
14:08:52	40701/40701	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jan%202026%2012:08:50%20GMT	https://advensys-conseil.lu/about/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/about/index.html	(from https://advensys-conseil.lu/)
14:08:53	33951/33951	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jan%202026%2012:08:59%20GMT	https://advensys-conseil.lu/main-page/services/for-private-people-luxembourg/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/main-page/services/for-private-people-luxembourg/index.html	(from https://advensys-conseil.lu/)
14:08:53	34340/34340	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jan%202026%2012:09:00%20GMT	https://advensys-conseil.lu/main-page/services/accounting/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/main-page/services/accounting/index.html	(from https://advensys-conseil.lu/)
14:08:53	37777/37777	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2005%20Nov%202025%2008:35:24%20GMT	http://advensys-conseil.lu/wp-content/cache/wpfc-minified/11q21opo/60a58.js	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/cache/wpfc-minified/11q21opo/60a58.js	(from https://advensys-conseil.lu/)
14:08:53	76737/76737	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jan%202026%2012:09:01%20GMT	https://advensys-conseil.lu/main-page/services/coaching/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/main-page/services/coaching/index.html	(from https://advensys-conseil.lu/)
14:08:53	33042/33042	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jan%202026%2012:08:57%20GMT	https://advensys-conseil.lu/main-page/services/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/main-page/services/index.html	(from https://advensys-conseil.lu/)
14:08:53	723/723	---M--	200	added ('OK')	image/gif	date:Mon,%2003%20Nov%202025%2008:17:23%20GMT	https://advensys-conseil.lu/wp-content/plugins/formidable/images/ajax_loader.gif	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/wp-content/plugins/formidable/images/ajax_loader.gif	(from http://advensys-conseil.lu/wp-content/cache/wpfc-minified/3neqgim/60492.css)
14:08:54	101865/101865	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jan%202026%2012:08:55%20GMT	https://advensys-conseil.lu/category/blog/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/category/blog/index.html	(from https://advensys-conseil.lu/)
14:08:57	20967/20967	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Jan%202026%2012:09:02%20GMT	https://advensys-conseil.lu/2051-2/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/2051-2/index.html	(from https://advensys-conseil.lu/)
14:08:57	33916/33916	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jan%202026%2012:09:01%20GMT	https://advensys-conseil.lu/main-page/services/tax-advice/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/main-page/services/tax-advice/index.html	(from https://advensys-conseil.lu/)
14:08:57	30789/30789	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jan%202026%2012:09:02%20GMT	https://advensys-conseil.lu/contact/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/contact/index.html	(from https://advensys-conseil.lu/)
14:08:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Jan%202026%2012:08:55%20GMT	https://advensys-conseil.lu/fr/about/	C:/My%20Web%20Sites/conseil/advensys-conseil.lu/fr/about/index.html	(from https://advensys-conseil.lu/)
